fre1_num4,call_fre1,fre2_num4,call_fre2,fre3_num4,call_fre3,fre4_num4,call_fre4,fre5_num4,call_fre5,lacfre1_num4,lac_fre1,lacfre2_num4,lac_fre2,lacfre3_num4,lac_fre3,cefre1_num4,cellid_fre1,cefre2_num4,cellid_fre2,cefre3_num4,cellid_fre3,T1_fre,T2_fre,T3_fre,T4_fre,T5_fre,T6_fre,early_fre,late_fre,mid_term_fre,opp_attr_code_ur,roam_code_ur,single_num,call_type1,call_type2,dur_type120<x<=150,dur_type150<x<=180,dur_type180<x<=210,dur_type210<x<=240,dur_type240<x<=270,dur_type30<x<=60,dur_type60<x<=90,dur_type90<x<=120,dur_typex<=30,dur_typex>270,longdis_type0,longdis_type2,longdis_type3,longdis_type4,longdis_type5,opp_operator0,opp_operator1,opp_operator2,opp_operator3,opp_operator4,roam_type0,roam_type1,roam_type4,roam_type5
2071,7,3258,6,7045,3,2604,2,664,2,7332,19,7324,5,7378,2,1012,17,3236,3,1778,2,0,1,15,23,26,26,8,12,6,0,0,26,0,1,0.038461538,0,0,0,0,0.192307692,0.038461538,0.115384615,0.615384615,0,1,0,0,0,0,0,0.115384615,0,0.884615385,0,1,0,0,0
706,21,4524,20,886,14,6514,11,9363,6,7334,109,7380,5,7324,1,9842,85,5159,9,7615,5,1,14,53,84,109,115,50,29,36,0.518181818,0,115,0.208695652,0.791304348,0.043478261,0.052173913,0.043478261,0.008695652,0.017391304,0.173913043,0.130434783,0.069565217,0.4,0.060869565,0.913043478,0,0.086956522,0,0,0,0.339130435,0.173913043,0.486956522,0,1,0,0,0
8663,54,185,18,5013,13,2606,12,1581,11,7562,80,7332,38,3528,32,7625,38,3716,31,7624,24,0,9,84,142,195,198,94,42,62,0.082901554,0.275510204,198,0.414141414,0.585858586,0.04040404,0.02020202,0.01010101,0.015151515,0.005050505,0.262626263,0.141414141,0.075757576,0.388888889,0.04040404,0.772727273,0.207070707,0.02020202,0,0,0,0.404040404,0.126262626,0.46969697,0,0.757575758,0.242424242,0,0
3634,29,3668,20,2010,18,6182,17,608,16,7332,192,7562,4,7378,2,2477,152,2478,19,5607,9,0,18,87,138,194,198,63,40,95,0,0,198,0.792929293,0.207070707,0.065656566,0.015151515,0.025252525,0.025252525,0.025252525,0.252525253,0.191919192,0.080808081,0.297979798,0.02020202,1,0,0,0,0,0,0.48989899,0.136363636,0.373737374,0,1,0,0,0
7226,19,9995,5,9058,4,8555,3,9087,3,7332,45,7378,9,7562,2,2756,9,9915,8,1458,6,0,3,30,45,53,57,24,14,19,0.056603774,0,57,0.403508772,0.596491228,0.052631579,0,0,0,0,0.175438596,0.035087719,0,0.736842105,0,0.929824561,0,0.070175439,0,0,0,0.631578947,0.140350877,0.228070175,0,1,0,0,0
7561,48,2343,14,4101,12,6140,10,2632,9,7332,85,7562,25,7378,14,5840,17,6591,9,4494,8,3,16,73,111,141,142,60,38,44,0,0.141843972,142,0.394366197,0.605633803,0.035211268,0,0.028169014,0,0,0.23943662,0.14084507,0.049295775,0.507042254,0,1,0,0,0,0,0,0.338028169,0.450704225,0.211267606,0,1,0,0,0
671,13,4336,10,7818,10,1556,5,4290,4,7562,53,7332,39,7380,7,1746,39,2725,35,1745,12,0,14,40,74,102,104,64,16,24,0.00990099,0.038834951,104,0.442307692,0.557692308,0.019230769,0.019230769,0,0,0.009615385,0.442307692,0.144230769,0.057692308,0.278846154,0.028846154,1,0,0,0,0,0,0.423076923,0.182692308,0.384615385,0.009615385,1,0,0,0
1990,23,5022,21,2049,19,5035,16,5915,9,7562,159,7556,3,7332,1,5953,102,2820,21,5954,15,3,5,63,103,152,163,50,51,62,0.025,0,163,0.447852761,0.552147239,0.042944785,0.006134969,0.018404908,0,0,0.27607362,0.128834356,0.049079755,0.45398773,0.024539877,0.993865031,0,0.006134969,0,0,0,0.319018405,0.208588957,0.472392638,0,1,0,0,0
5283,43,2405,16,7447,15,1068,5,4125,5,7324,84,7334,32,7332,1,2589,49,8724,20,9362,17,0,2,25,61,108,117,74,23,20,0.026315789,0,117,0.623931624,0.376068376,0.068376068,0.025641026,0.076923077,0.034188034,0.025641026,0.136752137,0.111111111,0.085470085,0.290598291,0.145299145,0.974358974,0.025641026,0,0,0,0,0.307692308,0.555555556,0.136752137,0,1,0,0,0
6615,11,7095,9,2809,5,1271,5,2048,4,7558,64,1680,23,770,6,483,32,6790,8,4273,6,0,8,57,77,101,102,54,27,21,0,0.3,102,0.333333333,0.666666667,0.078431373,0.039215686,0.029411765,0.009803922,0,0.303921569,0.147058824,0.147058824,0.205882353,0.039215686,1,0,0,0,0,0,0.215686275,0.245098039,0.539215686,0,1,0,0,0
1111,14,7912,12,2543,9,6690,9,6536,7,7558,106,7430,28,7126,4,7377,61,7376,25,311,12,0,22,75,123,138,139,54,70,15,0.014705882,0.226277372,139,0.417266187,0.582733813,0.035971223,0.021582734,0.007194245,0,0,0.302158273,0.122302158,0.043165468,0.460431655,0.007194245,1,0,0,0,0,0,0.057553957,0.208633094,0.73381295,0,1,0,0,0
1210,36,7355,18,330,14,6680,14,1813,10,7332,139,6644,49,7324,15,8905,46,7552,45,7707,16,1,8,70,104,186,209,121,35,53,0.207920792,0.241545894,209,0.583732057,0.416267943,0.043062201,0.033492823,0.023923445,0.014354067,0.019138756,0.301435407,0.100478469,0.076555024,0.282296651,0.105263158,0.736842105,0.014354067,0.248803828,0,0,0,0.09569378,0.306220096,0.598086124,0,0.751196172,0,0.248803828,0
9275,51,3675,49,526,45,913,40,7154,35,7334,356,7324,114,7380,105,7615,103,6907,62,8606,49,2,33,311,482,593,637,225,180,232,0.024,0.050552923,637,0.624803768,0.375196232,0.04866562,0.032967033,0.015698587,0.015698587,0.009419152,0.291993721,0.142857143,0.075353218,0.324960754,0.042386185,0.959183673,0.03610675,0.004709576,0,0,0,0.252747253,0.166405024,0.580847724,0,0.967032967,0.032967033,0,0
7537,30,488,22,4434,16,8789,13,5980,11,7332,202,7324,6,9054,5,9120,58,7554,43,7709,29,4,12,90,170,219,223,99,46,78,0.133027523,0.045045045,223,0.30941704,0.69058296,0.02690583,0.022421525,0.013452915,0.00896861,0,0.295964126,0.085201794,0.058295964,0.475336323,0.013452915,0.910313901,0.062780269,0.02690583,0,0,0,0.206278027,0.390134529,0.403587444,0,0.950672646,0.049327354,0,0
